"account_id","post_id","Category","Page","Post.URL","Date.Published","Post.Type","Rating","Debate","share_count","reaction_count","comment_count"
389658314427637,1534381913288599,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534381913288599","2016-09-20","link","mostly false","",518,977,70
219367258105115,1286778998030597,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286778998030597","2016-09-23","link","mostly true","",46,162,195
135665053303678,551519225051590,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551519225051590","2016-09-19","photo","no factual content","",99,182,31
146422995398181,1455568094483658,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1455568094483658","2016-09-26","link","mostly true","",605,1767,1001
135665053303678,554402708096575,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/554402708096575","2016-09-26","link","mostly true","",64,154,8
346937065399354,1253678231391895,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253678231391895","2016-09-27","photo","no factual content","",34023,75077,1598
219367258105115,1291613334213830,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1291613334213830","2016-09-27","link","mostly true","",47,119,61
219367258105115,1291465524228611,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1291465524228611","2016-09-27","video","mostly true","yes",47,427,653
346937065399354,1249908961768822,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1249908961768822","2016-09-23","video","no factual content","",44377,27664,2075
389658314427637,1535468749846582,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1535468749846582","2016-09-22","link","mostly true","",494,1223,2484
62317591679,10153852626836680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153852626836680","2016-09-23","link","mostly true","",13,155,29
389658314427637,1532356203491170,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1532356203491170","2016-09-19","link","mixture of true and false","",57,196,19
135665053303678,552242051645974,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552242051645974","2016-09-21","photo","no factual content","",837,1176,44
62317591679,10153841127811680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153841127811680","2016-09-19","link","mostly true","",18,55,14
62317591679,10153841356206680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153841356206680","2016-09-19","link","mostly true","",13,87,74
114517875225866,1466135163397457,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1466135163397457","2016-09-22","video","mixture of true and false","",24522,23284,985
135665053303678,554123384791174,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/554123384791174","2016-09-26","link","mostly false","",1639,1150,45
146422995398181,1450628841644250,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1450628841644250","2016-09-22","link","mostly true","",873,4521,120
62317591679,10153846574826680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153846574826680","2016-09-21","link","mostly true","",522,1920,890
219367258105115,1283737188334778,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283737188334778","2016-09-20","link","mostly true","",260,1042,768
219367258105115,1285963444778819,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285963444778819","2016-09-22","link","mostly true","",56,371,200
440106476051475,1249133618482086,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1249133618482086","2016-09-23","link","mixture of true and false","",295,854,100
114517875225866,1471187602892213,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1471187602892213","2016-09-26","photo","no factual content","",45140,50278,2148
184096565021911,1037889882975904,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037889882975904","2016-09-22","video","mostly true","",NA,10,1
219367258105115,1289960264379137,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1289960264379137","2016-09-26","link","mostly true","",19,101,30
135665053303678,552599818276864,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552599818276864","2016-09-22","link","no factual content","",417,1598,288
62317591679,10153847441176680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153847441176680","2016-09-21","link","mostly true","",33,396,197
62317591679,10153861481676680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861481676680","2016-09-26","link","mostly true","yes",1849,2352,181
346937065399354,1253773368049048,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253773368049048","2016-09-27","link","mostly true","yes",2678,10312,1926
219367258105115,1285681728140324,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285681728140324","2016-09-22","link","mostly true","",24,286,177
62317591679,10153853271431680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153853271431680","2016-09-23","link","mostly true","",18,144,117
219367258105115,1286256064749557,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286256064749557","2016-09-23","link","mostly true","",53,268,83
389658314427637,1536405913086199,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1536405913086199","2016-09-22","link","mostly false","",194,1045,116
219367258105115,1282194065155757,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282194065155757","2016-09-19","link","mostly true","",130,633,426
114517875225866,1467182919959348,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1467182919959348","2016-09-23","link","mostly true","",1529,3287,624
146422995398181,1447682791938855,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1447682791938855","2016-09-20","link","mostly true","",278,1866,68
62317591679,10153851830226680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851830226680","2016-09-23","link","mostly true","",79,280,137
219367258105115,1284107521631078,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284107521631078","2016-09-21","video","no factual content","",945,4207,327
389658314427637,1540384676021656,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540384676021656","2016-09-26","link","mostly true","",141,1601,26
62317591679,10153862918406680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862918406680","2016-09-27","link","mostly true","yes",265,3232,241
135665053303678,552600701610109,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552600701610109","2016-09-23","photo","no factual content","",1522,726,184
114517875225866,1463831946961112,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1463831946961112","2016-09-21","photo","no factual content","",5947,15816,580
146422995398181,1447950298578771,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1447950298578771","2016-09-20","link","mostly true","",368,922,192
389658314427637,1541143495945774,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541143495945774","2016-09-27","link","mostly true","",10,45,10
184096565021911,1042083579223201,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1042083579223201","2016-09-27","video","mostly true","yes",375,915,395
389658314427637,1541031592623631,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541031592623631","2016-09-27","link","mixture of true and false","",170,305,5
146422995398181,1454798624560605,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1454798624560605","2016-09-26","link","mostly true","",930,4095,428
62317591679,10153859901176680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153859901176680","2016-09-26","link","mostly true","",27,388,230
389658314427637,1534301686629955,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534301686629955","2016-09-20","link","mixture of true and false","",47,377,134
346937065399354,1252535468172838,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252535468172838","2016-09-26","link","mostly true","",2778,9407,634
184096565021911,1035706656527560,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035706656527560","2016-09-19","video","mostly true","",30,268,177
184096565021911,1042051285893097,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1042051285893097","2016-09-27","video","mostly true","yes",1104,1420,230
389658314427637,1534513726608751,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534513726608751","2016-09-20","link","mostly true","",29,78,18
346937065399354,1247701661989552,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1247701661989552","2016-09-21","link","mostly true","",32013,52975,1910
184096565021911,1035366579894901,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035366579894901","2016-09-19","link","mostly true","",23,28,21
184096565021911,1042112815886944,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1042112815886944","2016-09-27","link","mostly true","yes",14,184,107
389658314427637,1534770536583070,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534770536583070","2016-09-21","link","mostly true","",18,171,15
346937065399354,1245723568854028,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1245723568854028","2016-09-19","link","mixture of true and false","",2007,8342,720
62317591679,10153863113156680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153863113156680","2016-09-27","link","mostly true","yes",65,1070,153
346937065399354,1253009208125464,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253009208125464","2016-09-26","photo","mostly true","yes",6084,26513,462
62317591679,10153841823211680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153841823211680","2016-09-19","link","mostly true","",446,1985,342
62317591679,10153861408771680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861408771680","2016-09-26","video","mostly true","yes",23,329,109
219367258105115,1290322367676260,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290322367676260","2016-09-26","link","mostly true","",143,1013,488
62317591679,10153841957371680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153841957371680","2016-09-19","link","mostly true","",8,63,29
146422995398181,1456768787696922,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1456768787696922","2016-09-27","link","mostly true","",273,1316,497
184096565021911,1037225543042338,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338","2016-09-21","video","mostly true","",27,345,85
135665053303678,551474015056111,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551474015056111","2016-09-19","link","mostly true","",38,114,14
219367258105115,1291342320907598,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1291342320907598","2016-09-27","link","no factual content","yes",21,116,149
62317591679,10153863410716680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153863410716680","2016-09-27","link","mostly true","",12,46,19
389658314427637,1536469309746526,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1536469309746526","2016-09-22","link","mixture of true and false","",27,384,12
62317591679,10153844618446680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153844618446680","2016-09-20","link","mostly true","",610,5083,492
219367258105115,1290392384335925,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290392384335925","2016-09-26","link","mostly true","",22,135,70
135665053303678,554779854725527,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/554779854725527","2016-09-27","link","mixture of true and false","",14,61,0
389658314427637,1534367469956710,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534367469956710","2016-09-20","link","mixture of true and false","",116,651,541
62317591679,10153860521826680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153860521826680","2016-09-26","link","mostly true","",10,161,86
146422995398181,1447962805244187,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1447962805244187","2016-09-20","link","mixture of true and false","",4135,4589,937
389658314427637,1534414779951979,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534414779951979","2016-09-20","link","mostly false","",462,1090,342
135665053303678,552600601610119,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552600601610119","2016-09-22","link","mixture of true and false","",967,3367,230
146422995398181,1455575034482964,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1455575034482964","2016-09-26","link","no factual content","",7326,12324,317
346937065399354,1247033108723074,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1247033108723074","2016-09-20","link","mixture of true and false","",17046,22454,1405
346937065399354,1252909354802116,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252909354802116","2016-09-27","photo","no factual content","yes",13988,28217,1105
135665053303678,552599614943551,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552599614943551","2016-09-22","photo","mostly true","",44,167,6
135665053303678,551475151722664,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551475151722664","2016-09-20","photo","no factual content","",382,789,18
346937065399354,1252671418159243,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252671418159243","2016-09-26","photo","mostly true","",18363,35051,2987
389658314427637,1540826605977463,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540826605977463","2016-09-27","link","mostly true","",28,64,71
62317591679,10153861868021680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861868021680","2016-09-27","link","mostly true","yes",189,1394,159
219367258105115,1283703708338126,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283703708338126","2016-09-20","link","mostly true","",21,112,129
184096565021911,1035532526544973,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035532526544973","2016-09-19","link","mostly true","",10,41,14
62317591679,10153844965281680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153844965281680","2016-09-20","link","mostly true","",12,94,44
219367258105115,1290517634323400,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290517634323400","2016-09-26","video","mostly true","yes",84,646,301
135665053303678,551519291718250,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551519291718250","2016-09-19","photo","mixture of true and false","",266,318,32
184096565021911,1037318423033050,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050","2016-09-21","video","no factual content","",3,20,0
346937065399354,1253063154786736,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253063154786736","2016-09-26","photo","no factual content","yes",34116,65604,1445
62317591679,10153862388511680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862388511680","2016-09-27","link","mostly true","yes",9,208,60
62317591679,10153845627766680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153845627766680","2016-09-21","link","mostly true","",13,47,13
389658314427637,1537295819663875,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1537295819663875","2016-09-23","link","mostly true","",103,297,28
146422995398181,1448729105167557,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1448729105167557","2016-09-20","link","mostly true","",80,808,131
62317591679,10153861921176680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861921176680","2016-09-27","link","mostly true","yes",10,112,30
62317591679,10153841546621680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153841546621680","2016-09-19","link","mostly true","",28,157,72
184096565021911,1035322636565962,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035322636565962","2016-09-19","link","mostly true","",35,170,86
114517875225866,1472334342777539,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1472334342777539","2016-09-27","photo","no factual content","",7700,25036,761
440106476051475,1247833948612053,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1247833948612053","2016-09-21","link","mostly false","",192,578,114
135665053303678,551571785046334,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551571785046334","2016-09-19","link","mixture of true and false","",182,114,14
62317591679,10153845204606680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153845204606680","2016-09-20","photo","mostly true","",5,53,17
62317591679,10153853200791680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153853200791680","2016-09-23","link","mostly true","",108,886,773
389658314427637,1532734506786673,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1532734506786673","2016-09-19","link","mixture of true and false","",615,1104,178
389658314427637,1536288833097907,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1536288833097907","2016-09-22","link","mostly true","",734,3503,118
62317591679,10153851238691680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851238691680","2016-09-23","link","mostly true","",38,208,63
62317591679,10153852532071680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153852532071680","2016-09-23","link","mostly true","",193,1118,482
135665053303678,552973724906140,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552973724906140","2016-09-23","photo","mostly true","",252,429,16
219367258105115,1282001178508379,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282001178508379","2016-09-19","video","mostly true","",279,1738,738
135665053303678,552974311572748,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552974311572748","2016-09-23","link","mostly true","",4,12,1
346937065399354,1245683785524673,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1245683785524673","2016-09-19","photo","no factual content","",32189,42085,2302
114517875225866,1462822623728711,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1462822623728711","2016-09-20","video","no factual content","",4,16486,644
135665053303678,553000648236781,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553000648236781","2016-09-23","link","mixture of true and false","",754,413,85
62317591679,10153852915751680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153852915751680","2016-09-23","link","mostly true","",10,133,95
114517875225866,1465228143488159,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1465228143488159","2016-09-22","link","mostly true","",2371,6918,415
219367258105115,1284958608212636,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284958608212636","2016-09-22","link","mostly true","",26,66,80
346937065399354,1253359101423808,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253359101423808","2016-09-27","video","no factual content","yes",11653,18248,4396
62317591679,10153846731596680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153846731596680","2016-09-21","video","mostly true","",219,727,362
135665053303678,551599835043529,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551599835043529","2016-09-19","link","mixture of true and false","",170,335,83
62317591679,10153861491796680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861491796680","2016-09-26","video","mostly true","yes",91,1294,141
389658314427637,1537693769624080,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1537693769624080","2016-09-23","photo","no factual content","",4933,5569,635
219367258105115,1290499720991858,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290499720991858","2016-09-26","video","mostly true","yes",245,1304,864
184096565021911,1041489252615967,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041489252615967","2016-09-26","photo","mostly true","yes",NA,2,0
440106476051475,1252748414787273,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1252748414787273","2016-09-26","link","no factual content","",608,2128,972
219367258105115,1285490121492818,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285490121492818","2016-09-22","video","mostly true","",185,1039,756
346937065399354,1245652818861103,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1245652818861103","2016-09-19","photo","mostly true","",7122,10154,441
62317591679,10153846035016680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153846035016680","2016-09-21","link","mostly true","",2,14,4
146422995398181,1456117054428762,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1456117054428762","2016-09-26","link","mostly true","",6180,11698,442
135665053303678,551954825008030,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551954825008030","2016-09-20","link","mostly true","",42,85,7
389658314427637,1540644545995669,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540644545995669","2016-09-26","link","mostly true","",29,252,93
219367258105115,1290743144300849,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290743144300849","2016-09-27","photo","mostly true","yes",34,82,36
62317591679,10153848739956680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153848739956680","2016-09-22","link","mostly true","",80,256,79
62317591679,10153840763316680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153840763316680","2016-09-19","link","mostly true","",92,779,192
62317591679,10153846652476680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153846652476680","2016-09-21","link","mostly true","",46,475,127
346937065399354,1252876628138722,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252876628138722","2016-09-26","photo","no factual content","",11167,31824,819
219367258105115,1282455731796257,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282455731796257","2016-09-19","link","mostly true","",39,185,277
135665053303678,553011611569018,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553011611569018","2016-09-23","link","mostly true","",19,28,8
62317591679,10153851611551680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851611551680","2016-09-23","link","no factual content","",5,69,47
62317591679,10153862413391680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862413391680","2016-09-27","link","mostly true","",18,188,24
62317591679,10153862364781680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862364781680","2016-09-27","link","mostly true","yes",284,1246,151
346937065399354,1248598775233174,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1248598775233174","2016-09-22","photo","no factual content","",NA,24748,1071
114517875225866,1464603143550659,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1464603143550659","2016-09-21","photo","no factual content","",67482,57873,1100
184096565021911,1041504122614480,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041504122614480","2016-09-26","video","mostly true","yes",7,29,15
440106476051475,1248957208499727,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1248957208499727","2016-09-22","link","mixture of true and false","",1136,1716,441
146422995398181,1449001875140280,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1449001875140280","2016-09-21","link","mostly true","",2957,4918,357
114517875225866,1463817080295932,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1463817080295932","2016-09-20","link","mostly true","",9494,15965,1639
219367258105115,1285631884811975,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285631884811975","2016-09-22","link","mostly true","",25,231,178
135665053303678,552889718247874,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552889718247874","2016-09-22","link","mostly true","",1944,1425,359
440106476051475,1246187652110016,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1246187652110016","2016-09-19","link","no factual content","",3442,6399,242
389658314427637,1534385149954942,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534385149954942","2016-09-20","link","mixture of true and false","",5999,6736,785
62317591679,10153842606101680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153842606101680","2016-09-19","link","mostly true","",10,41,27
62317591679,10153848155196680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153848155196680","2016-09-22","link","mostly true","",7,61,28
135665053303678,553592928177553,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553592928177553","2016-09-26","link","mostly true","",8,14,9
62317591679,10153851444211680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851444211680","2016-09-23","link","mostly true","",10,47,20
62317591679,10153843711636680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153843711636680","2016-09-20","link","mostly true","",28,791,58
219367258105115,1287046594670504,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287046594670504","2016-09-23","link","mostly true","",68,231,61
135665053303678,551473871722792,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551473871722792","2016-09-19","link","no factual content","",6,17,3
62317591679,10153843941166680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153843941166680","2016-09-20","link","mostly true","",57,375,134
135665053303678,554510241419155,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/554510241419155","2016-09-27","photo","no factual content","",1403,1688,25
440106476051475,1247315645330550,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1247315645330550","2016-09-20","link","mostly false","",2889,4174,925
389658314427637,1535717173155073,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1535717173155073","2016-09-22","link","mixture of true and false","",21613,28079,6711
62317591679,10153863772126680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153863772126680","2016-09-27","link","mostly true","",13,210,89
135665053303678,552198291650350,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552198291650350","2016-09-20","video","no factual content","",NA,62,4
346937065399354,1246793508747034,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1246793508747034","2016-09-21","photo","mostly true","",21621,34445,2166
135665053303678,551848795018633,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551848795018633","2016-09-21","photo","no factual content","",745,769,28
62317591679,10153849403391680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153849403391680","2016-09-22","link","mostly true","",14,192,92
62317591679,10153859552511680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153859552511680","2016-09-26","link","mostly true","",13,60,18
62317591679,10153862749066680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862749066680","2016-09-27","link","mostly true","yes",24,192,55
135665053303678,553000804903432,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553000804903432","2016-09-23","link","mostly true","",90,207,212
114517875225866,1472655802745393,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1472655802745393","2016-09-27","photo","no factual content","",24499,47312,1375
146422995398181,1450910671616067,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1450910671616067","2016-09-22","link","mixture of true and false","",1222,2516,676
219367258105115,1283288858379611,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283288858379611","2016-09-20","link","mostly true","",231,1224,549
146422995398181,1451961101511024,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1451961101511024","2016-09-23","link","mostly true","",465,2116,186
114517875225866,1463581596986147,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1463581596986147","2016-09-20","link","no factual content","",219688,100593,9300
135665053303678,552979588238887,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552979588238887","2016-09-22","video","no factual content","",NA,169,19
346937065399354,1246643122095406,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1246643122095406","2016-09-20","photo","mostly true","",31014,39723,1729
114517875225866,1472006522810321,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1472006522810321","2016-09-27","link","mixture of true and false","yes",516,2397,334
184096565021911,1037371396361086,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086","2016-09-21","video","mostly true","",8,52,10
184096565021911,1042171789214380,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1042171789214380","2016-09-27","video","mostly true","",10,10,16
389658314427637,1540422492684541,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540422492684541","2016-09-27","link","mostly true","",66,404,88
114517875225866,1462997013711272,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1462997013711272","2016-09-19","link","mostly true","",2855,5604,529
146422995398181,1451258538247947,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1451258538247947","2016-09-23","link","mostly true","",122,1641,269
62317591679,10153863609551680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153863609551680","2016-09-27","link","mostly true","",37,415,99
389658314427637,1535160086544115,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1535160086544115","2016-09-21","link","mostly true","",30,315,2
146422995398181,1450995121607622,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1450995121607622","2016-09-22","link","mostly true","",540,1632,705
62317591679,10153848716736680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153848716736680","2016-09-22","link","mostly true","",4,13,2
62317591679,10153844312086680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153844312086680","2016-09-20","video","mostly true","",50,725,447
